Negócio - Negócio criado em,Negócio - Organização 2,Negócio - Novo cliente?,Negócio - Etapa,Negócio - Status,Negócio - Data de ganho,Negócio - Data de perda,Organização - Canal de Origem,Negócio - Data atualizada,Negócio - Data da Última Atividade
2021-09-21 13:58:32,Imobiliária 158,Sim,05 - Acompanhamento,Perdido,,2021-10-05 08:54:33,Tipo B,2021-10-05 08:54:39,2021-10-05
2021-09-21 14:01:29,Imobiliária 158,Não,05 - Acompanhamento,Perdido,,2021-10-05 08:57:42,Tipo B,2021-10-05 08:57:43,
2021-09-21 14:02:47,Imobiliária 14,,02 - Ta quente!,Perdido,,2021-09-25 09:40:48,Tipo D,2021-09-25 09:40:52,2021-09-22
2021-09-21 14:04:46,Imobiliária 258,Não,05 - Acompanhamento,Perdido,,2021-09-24 11:19:19,Tipo A,2021-09-24 11:19:20,2021-09-24
2021-09-21 14:16:31,Imobiliária 93,Sim,05 - Acompanhamento,Perdido,,2021-10-14 09:08:33,Tipo B,2021-10-14 09:08:33,2021-09-27
2021-09-21 14:22:32,Imobiliária 248,Não,03 - Visita Agendada,Perdido,,2021-09-27 11:39:58,Tipo C,2021-09-27 11:39:58,
2021-09-21 14:24:48,Imobiliária 31,Sim,05 - Acompanhamento,Perdido,,2021-10-14 09:14:34,Tipo D,2021-10-14 09:14:34,2021-09-30
2021-09-21 14:26:38,Imobiliária 31,Não,05 - Acompanhamento,Perdido,,2021-09-27 16:56:50,Tipo D,2021-09-27 16:56:50,2021-09-27
2021-09-21 14:28:46,Imobiliária 258,,02 - Ta quente!,Em aberto,,,Tipo A,2021-10-13 13:50:48,2021-10-11
2021-09-21 14:35:31,Imobiliária 219,,02 - Ta quente!,Perdido,,2021-09-22 08:46:37,Tipo B,2021-09-25 11:02:22,2021-09-22
2021-09-21 14:49:32,Imobiliária 50,,02 - Ta quente!,Em aberto,,,Tipo D,2021-10-09 10:25:09,
2021-09-21 15:02:46,Imobiliária 97,Sim,03 - Visita Agendada,Perdido,,2021-09-23 09:12:10,Tipo B,2021-09-23 09:12:10,
2021-09-21 15:12:29,Imobiliária 64,Sim,05 - Acompanhamento,Em aberto,,,Tipo D,2021-10-14 09:13:39,2021-09-30
2021-09-21 15:18:13,Imobiliária 74,Sim,05 - Acompanhamento,Perdido,,2021-10-04 10:01:04,Tipo C,2021-10-04 10:01:05,2021-09-28
2021-09-21 15:18:46,Imobiliária 64,,05 - Acompanhamento,Perdido,,2021-10-13 17:41:58,Tipo D,2021-10-13 17:41:58,2021-09-23
2021-09-21 15:18:59,Imobiliária 74,Não,05 - Acompanhamento,Perdido,,2021-09-24 09:55:15,Tipo C,2021-09-24 09:55:15,2021-09-23
2021-09-21 15:19:37,Imobiliária 74,Não,05 - Acompanhamento,Perdido,,2021-09-24 09:52:26,Tipo C,2021-09-24 09:52:27,2021-09-22
2021-09-21 15:20:15,Imobiliária 74,Não,05 - Acompanhamento,Perdido,,2021-09-24 09:53:59,Tipo C,2021-09-24 09:54:00,2021-09-23
2021-09-21 15:22:49,Imobiliária 131,,02 - Ta quente!,Perdido,,2021-09-23 11:35:08,Tipo B,2021-09-23 11:35:09,2021-09-22
2021-09-21 15:23:12,Imobiliária 172,Sim,05 - Acompanhamento,Perdido,,2021-10-14 08:57:49,Tipo B,2021-10-14 08:57:49,
2021-09-21 15:24:48,Imobiliária 73,Sim,05 - Acompanhamento,Perdido,,2021-10-14 09:17:30,Tipo D,2021-10-14 09:17:30,
2021-09-21 15:26:51,Imobiliária 3,Sim,05 - Acompanhamento,Perdido,,2021-10-08 10:57:53,Tipo B,2021-10-08 10:57:53,
2021-09-21 15:31:03,Imobiliária 31,Sim,05 - Acompanhamento,Perdido,,2021-10-13 17:04:12,Tipo D,2021-10-13 17:04:12,2021-09-29
2021-09-21 15:31:13,Imobiliária 252,Sim,02 - Ta quente!,Em aberto,,,Tipo A,2021-10-14 10:55:39,
2021-09-21 15:33:13,Imobiliária 22,Sim,05 - Acompanhamento,Perdido,,2021-10-01 11:26:24,Tipo D,2021-10-01 11:26:25,2021-09-22
2021-09-21 15:35:51,Imobiliária 22,Não,05 - Acompanhamento,Em aberto,,,Tipo D,2021-10-04 14:10:32,2021-10-11
2021-09-21 15:37:59,Imobiliária 170,Sim,05 - Acompanhamento,Perdido,,2021-10-14 11:17:52,Tipo B,2021-10-14 11:17:52,
2021-09-21 15:40:01,Imobiliária 22,Não,05 - Acompanhamento,Perdido,,2021-10-01 11:27:49,Tipo D,2021-10-01 11:27:50,2021-09-22
2021-09-21 15:44:16,Imobiliária 22,Não,05 - Acompanhamento,Perdido,,2021-10-01 16:46:42,Tipo D,2021-10-01 16:46:42,2021-09-22
2021-09-21 15:50:37,Imobiliária 22,Não,05 - Acompanhamento,Em aberto,,,Tipo D,2021-10-02 09:50:41,2021-09-29
2021-09-21 16:02:49,Imobiliária 31,Não,05 - Acompanhamento,Perdido,,2021-09-23 08:53:14,Tipo D,2021-09-23 08:53:14,2021-09-22
2021-09-21 16:03:02,Imobiliária 219,,02 - Ta quente!,Perdido,,2021-09-25 10:59:12,Tipo B,2021-09-25 10:59:13,2021-09-24
2021-09-21 16:06:45,Imobiliária 22,Não,05 - Acompanhamento,Perdido,,2021-10-01 11:37:59,Tipo D,2021-10-01 11:37:59,2021-09-27
2021-09-21 16:09:37,Imobiliária 22,Não,05 - Acompanhamento,Perdido,,2021-10-04 14:08:36,Tipo D,2021-10-04 14:08:36,2021-09-27
2021-09-21 16:13:28,Imobiliária 260,Sim,03 - Visita Agendada,Perdido,,2021-10-13 17:12:49,Tipo A,2021-10-13 17:12:49,
2021-09-21 16:14:25,Imobiliária 260,Sim,03 - Visita Agendada,Perdido,,2021-10-13 17:08:58,Tipo A,2021-10-13 17:08:58,
2021-09-21 16:15:10,Imobiliária 260,Sim,03 - Visita Agendada,Perdido,,2021-10-13 17:09:13,Tipo A,2021-10-13 17:09:13,
2021-09-21 16:20:01,Imobiliária 56,,02 - Ta quente!,Em aberto,,,Tipo D,2021-10-13 16:56:31,
2021-09-21 16:35:59,Imobiliária 69,Sim,02 - Ta quente!,Em aberto,,,Tipo D,2021-10-14 10:55:17,
2021-09-21 16:37:13,Imobiliária 69,Sim,02 - Ta quente!,Em aberto,,,Tipo D,2021-10-13 17:20:22,
2021-09-21 16:47:16,Imobiliária 66,Sim,05 - Acompanhamento,Perdido,,2021-10-13 17:34:56,Tipo C,2021-10-13 17:34:56,
2021-09-21 16:47:21,Imobiliária 252,Sim,03 - Visita Agendada,Perdido,,2021-09-27 11:28:33,Tipo A,2021-09-27 11:28:33,
2021-09-21 16:48:29,Imobiliária 145,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-13 17:09:12,
2021-09-21 17:00:47,Imobiliária 8,Sim,05 - Acompanhamento,Perdido,,2021-10-14 09:26:46,Tipo A,2021-10-14 09:26:46,2021-10-06
2021-09-21 17:19:22,Imobiliária 14,Sim,03 - Visita Agendada,Perdido,,2021-09-24 10:32:22,Tipo D,2021-09-24 10:32:25,2021-09-24
2021-09-21 17:20:08,Imobiliária 14,,02 - Ta quente!,Perdido,,2021-09-24 10:33:36,Tipo D,2021-09-24 10:33:36,2021-09-23
2021-09-21 17:24:42,Imobiliária 237,Sim,05 - Acompanhamento,Perdido,,2021-10-14 11:18:42,Tipo C,2021-10-14 11:18:42,
2021-09-21 17:26:04,Imobiliária 237,Não,05 - Acompanhamento,Perdido,,2021-10-14 11:17:33,Tipo C,2021-10-14 11:17:33,
2021-09-21 17:26:55,Imobiliária 237,Não,05 - Acompanhamento,Perdido,,2021-10-14 11:01:01,Tipo C,2021-10-14 11:01:01,
2021-09-21 17:27:55,Imobiliária 237,Não,05 - Acompanhamento,Perdido,,2021-10-14 11:16:25,Tipo C,2021-10-14 11:16:25,
2021-09-21 17:28:54,Imobiliária 237,Não,07 - Negociação,Em aberto,,,Tipo C,2021-10-14 12:49:08,2021-10-01
2021-09-21 17:31:29,Imobiliária 237,Não,05 - Acompanhamento,Perdido,,2021-10-14 11:16:16,Tipo C,2021-10-14 11:16:16,
2021-09-21 18:01:42,Imobiliária 148,Sim,05 - Acompanhamento,Perdido,,2021-10-14 11:02:32,Tipo B,2021-10-14 11:02:32,
2021-09-22 08:09:15,Imobiliária 14,Sim,05 - Acompanhamento,Perdido,,2021-09-25 09:41:20,Tipo D,2021-10-09 10:51:54,2021-09-27
2021-09-22 08:18:46,Imobiliária 195,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-14 13:46:38,2021-09-23
2021-09-22 09:23:25,Imobiliária 90,Sim,05 - Acompanhamento,Em aberto,,,Tipo C,2021-10-02 10:06:23,2021-10-01
2021-09-22 09:31:28,Imobiliária 57,Sim,07 - Negociação,Em aberto,,,Tipo D,2021-10-11 13:15:58,2021-10-05
2021-09-22 09:47:51,Imobiliária 23,Sim,03 - Visita Agendada,Perdido,,2021-10-14 14:44:40,Tipo B,2021-10-14 14:44:41,2021-10-13
2021-09-22 10:06:35,Imobiliária 210,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-07 17:11:06,2021-09-30
2021-09-22 10:08:19,Imobiliária 210,Sim,05 - Acompanhamento,Em aberto,,,Tipo B,2021-10-14 09:38:19,2021-10-04
2021-09-22 10:14:03,Imobiliária 57,Não,05 - Acompanhamento,Perdido,,2021-09-27 16:24:19,Tipo D,2021-09-27 16:24:19,2021-09-24
2021-09-22 10:16:18,Imobiliária 49,,02 - Ta quente!,Perdido,,2021-10-05 11:35:53,Tipo C,2021-10-05 11:35:53,2021-09-27
2021-09-22 10:17:11,Imobiliária 163,,02 - Ta quente!,Perdido,,2021-09-27 11:23:17,Tipo C,2021-09-27 11:23:18,
2021-09-22 10:19:13,Imobiliária 57,Não,05 - Acompanhamento,Perdido,,2021-09-27 16:23:38,Tipo D,2021-09-27 16:23:38,2021-09-24
2021-09-22 10:28:16,Imobiliária 179,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-04 14:17:17,
2021-09-22 10:44:28,Imobiliária 258,,02 - Ta quente!,Em aberto,,,Tipo A,2021-10-13 15:51:41,2021-10-11
2021-09-22 10:46:54,Imobiliária 240,,02 - Ta quente!,Em aberto,,,Tipo C,2021-10-14 14:46:56,2021-10-08
2021-09-22 10:50:33,Imobiliária 258,Sim,05 - Acompanhamento,Em aberto,,,Tipo A,2021-10-11 15:48:09,2021-10-08
2021-09-22 10:50:48,Imobiliária 240,Sim,05 - Acompanhamento,Perdido,,2021-09-27 16:22:05,Tipo C,2021-09-27 16:22:05,2021-09-24
2021-09-22 10:55:13,Imobiliária 12,Sim,03 - Visita Agendada,Perdido,,2021-09-27 09:55:22,Tipo B,2021-09-27 09:55:22,
2021-09-22 10:55:34,Imobiliária 105,Sim,05 - Acompanhamento,Em aberto,,,Tipo B,2021-10-14 10:38:20,2021-10-04
2021-09-22 11:01:20,Imobiliária 240,Não,05 - Acompanhamento,Perdido,,2021-09-27 16:21:26,Tipo C,2021-09-27 16:21:26,2021-09-24
2021-09-22 11:04:34,Imobiliária 156,Sim,05 - Acompanhamento,Em aberto,,,Tipo C,2021-10-14 14:43:13,2021-10-04
2021-09-22 11:07:36,Imobiliária 240,Não,05 - Acompanhamento,Perdido,,2021-10-13 17:11:27,Tipo C,2021-10-13 17:11:27,2021-09-30
2021-09-22 11:25:23,Imobiliária 227,Não,05 - Acompanhamento,Perdido,,2021-09-25 09:06:45,Tipo C,2021-09-25 09:06:45,2021-09-24
2021-09-22 11:29:02,Imobiliária 158,,02 - Ta quente!,Perdido,,2021-10-05 08:53:09,Tipo B,2021-10-05 08:53:10,
2021-09-22 11:33:54,Imobiliária 259,,02 - Ta quente!,Em aberto,,,Tipo C,2021-10-13 11:52:04,
2021-09-22 11:40:17,Imobiliária 49,Sim,05 - Acompanhamento,Em aberto,,,Tipo C,2021-10-14 10:24:31,2021-10-11
2021-09-22 11:45:22,Imobiliária 210,Não,05 - Acompanhamento,Perdido,,2021-09-23 08:00:08,Tipo B,2021-09-23 08:00:09,2021-09-23
2021-09-22 11:47:36,Imobiliária 42,Sim,05 - Acompanhamento,Perdido,,2021-10-01 15:46:24,Tipo D,2021-10-01 15:46:24,2021-09-24
2021-09-22 11:55:42,Imobiliária 152,,02 - Ta quente!,Perdido,,2021-10-01 11:36:53,Tipo B,2021-10-09 10:52:10,2021-09-28
2021-09-22 13:07:02,Imobiliária 179,Sim,03 - Visita Agendada,Perdido,,2021-09-22 13:10:55,Tipo B,2021-09-22 13:10:55,
2021-09-22 13:08:21,Imobiliária 179,Não,03 - Visita Agendada,Perdido,,2021-09-22 13:11:06,Tipo B,2021-09-22 13:11:06,
2021-09-22 13:10:02,Imobiliária 179,Não,03 - Visita Agendada,Perdido,,2021-09-22 13:11:18,Tipo B,2021-09-22 13:11:18,
2021-09-22 13:18:07,Imobiliária 56,Sim,04 - Pós-visita,Perdido,,2021-09-24 11:57:11,Tipo D,2021-09-24 11:57:11,
2021-09-22 13:19:13,Imobiliária 56,Não,03 - Visita Agendada,Perdido,,2021-09-30 14:26:27,Tipo D,2021-09-30 14:26:27,2021-09-27
2021-09-22 13:20:21,Imobiliária 56,Não,04 - Pós-visita,Perdido,,2021-09-24 11:24:48,Tipo D,2021-09-24 11:24:49,
2021-09-22 13:21:19,Imobiliária 179,Sim,05 - Acompanhamento,Em aberto,,,Tipo B,2021-10-04 14:11:20,2021-10-04
2021-09-22 13:24:29,Imobiliária 145,Sim,05 - Acompanhamento,Perdido,,2021-10-01 11:39:04,Tipo B,2021-10-01 11:39:04,2021-09-28
2021-09-22 13:37:18,Imobiliária 231,,02 - Ta quente!,Perdido,,2021-10-06 16:01:10,Tipo C,2021-10-06 16:01:10,2021-10-05
2021-09-22 14:02:08,Imobiliária 227,Não,05 - Acompanhamento,Perdido,,2021-09-25 09:05:08,Tipo C,2021-09-25 09:05:08,2021-09-24
2021-09-22 14:05:08,Imobiliária 49,Não,05 - Acompanhamento,Perdido,,2021-10-02 09:13:24,Tipo C,2021-10-02 09:13:25,2021-09-30
2021-09-22 14:19:48,Imobiliária 90,Não,05 - Acompanhamento,Perdido,,2021-09-27 16:21:36,Tipo C,2021-09-27 16:21:36,2021-09-23
2021-09-22 14:22:52,Imobiliária 252,Sim,02 - Ta quente!,Em aberto,,,Tipo A,2021-10-14 10:54:51,
2021-09-22 14:30:51,Imobiliária 138,Não,05 - Acompanhamento,Perdido,,2021-10-14 08:56:19,Tipo B,2021-10-14 08:56:19,2021-10-08
2021-09-22 14:33:37,Imobiliária 138,Não,05 - Acompanhamento,Perdido,,2021-10-02 12:01:54,Tipo B,2021-10-02 12:01:55,2021-09-27
2021-09-22 14:45:05,Imobiliária 152,Sim,05 - Acompanhamento,Perdido,,2021-10-01 11:21:45,Tipo B,2021-10-01 11:21:49,2021-10-01
2021-09-22 14:48:07,Imobiliária 148,Sim,05 - Acompanhamento,Perdido,,2021-10-14 11:22:08,Tipo B,2021-10-14 11:22:08,2021-09-23
2021-09-22 14:49:18,Imobiliária 158,Sim,05 - Acompanhamento,Perdido,,2021-10-05 08:54:23,Tipo B,2021-10-05 14:44:08,2021-10-05
2021-09-22 14:51:02,Imobiliária 158,Sim,05 - Acompanhamento,Perdido,,2021-10-04 08:55:38,Tipo B,2021-10-05 14:43:59,2021-10-04
2021-09-22 14:52:29,Imobiliária 158,,02 - Ta quente!,Perdido,,2021-10-05 08:53:48,Tipo B,2021-10-05 08:53:49,
2021-09-22 14:52:54,Imobiliária 31,Sim,05 - Acompanhamento,Em aberto,,,Tipo D,2021-10-13 17:14:44,2021-09-30
2021-09-22 14:54:03,Imobiliária 158,,02 - Ta quente!,Em aberto,,,Tipo B,2021-09-23 16:50:35,
2021-09-22 14:55:15,Imobiliária 90,Não,05 - Acompanhamento,Perdido,,2021-09-28 15:33:59,Tipo C,2021-10-08 14:43:41,2021-09-28
2021-09-22 14:57:28,Imobiliária 158,Sim,05 - Acompanhamento,Perdido,,2021-10-05 08:58:54,Tipo B,2021-10-11 15:41:20,2021-10-07
2021-09-22 14:59:05,Imobiliária 31,Não,05 - Acompanhamento,Perdido,,2021-09-27 15:46:04,Tipo D,2021-09-27 15:46:04,2021-09-24
2021-09-22 14:59:59,Imobiliária 158,Sim,03 - Visita Agendada,Perdido,,2021-09-22 15:00:32,Tipo B,2021-09-22 15:00:32,
2021-09-22 15:11:59,Imobiliária 144,,02 - Ta quente!,Perdido,,2021-10-04 14:11:30,Tipo B,2021-10-04 14:11:33,2021-09-29
2021-09-22 15:44:33,Imobiliária 49,Não,05 - Acompanhamento,Perdido,,2021-10-02 09:12:56,Tipo C,2021-10-02 09:12:56,2021-09-24
2021-09-22 15:46:48,Imobiliária 3,Sim,05 - Acompanhamento,Perdido,,2021-10-04 09:42:09,Tipo B,2021-10-04 09:42:09,
2021-09-22 15:50:01,Imobiliária 252,Sim,05 - Acompanhamento,Em aberto,,,Tipo A,2021-10-13 17:22:28,
2021-09-22 15:50:42,Imobiliária 137,,02 - Ta quente!,Perdido,,2021-10-13 17:01:39,Tipo B,2021-10-13 17:01:40,2021-10-13
2021-09-22 15:54:00,Imobiliária 137,Sim,05 - Acompanhamento,Perdido,,2021-10-13 16:54:11,Tipo B,2021-10-13 16:54:11,2021-10-15
2021-09-22 15:54:15,Imobiliária 202,Sim,05 - Acompanhamento,Perdido,,2021-10-14 09:13:06,Tipo C,2021-10-14 09:13:06,
2021-09-22 16:03:04,Imobiliária 76,Sim,05 - Acompanhamento,Perdido,,2021-10-14 09:37:38,Tipo A,2021-10-14 09:37:38,2021-10-14
2021-09-22 16:10:37,Imobiliária 3,Sim,04 - Pós-visita,Perdido,,2021-09-24 09:47:10,Tipo B,2021-09-24 09:47:10,
2021-09-22 16:10:41,Imobiliária 76,Não,05 - Acompanhamento,Perdido,,2021-10-05 08:41:51,Tipo A,2021-10-05 08:41:51,2021-09-27
2021-09-22 16:14:55,Imobiliária 137,Não,05 - Acompanhamento,Perdido,,2021-09-24 08:23:48,Tipo B,2021-09-25 11:02:10,2021-09-24
2021-09-22 16:17:33,Imobiliária 137,Não,05 - Acompanhamento,Perdido,,2021-09-25 09:17:23,Tipo B,2021-09-25 09:17:27,2021-09-25
2021-09-22 16:21:29,Imobiliária 137,Não,05 - Acompanhamento,Perdido,,2021-09-25 09:16:55,Tipo B,2021-09-25 09:16:56,2021-09-25
2021-09-22 16:31:16,Imobiliária 15,,02 - Ta quente!,Em aberto,,,Tipo D,2021-10-13 14:58:05,2021-10-13
2021-09-22 16:52:12,Imobiliária 137,Não,05 - Acompanhamento,Perdido,,2021-09-23 08:03:32,Tipo B,2021-09-23 08:03:32,2021-09-23
2021-09-22 16:55:04,Imobiliária 59,Sim,05 - Acompanhamento,Em aberto,,,Tipo D,2021-10-14 14:33:25,2021-10-04
2021-09-22 17:42:51,Imobiliária 158,Sim,05 - Acompanhamento,Perdido,,2021-10-04 10:17:42,Tipo B,2021-10-04 10:17:43,2021-10-02
2021-09-22 17:44:17,Imobiliária 74,Sim,03 - Visita Agendada,Perdido,,2021-09-24 11:55:33,Tipo C,2021-09-24 11:55:34,2021-09-23
2021-09-22 17:46:37,Imobiliária 158,,02 - Ta quente!,Perdido,,2021-10-04 09:54:46,Tipo B,2021-10-04 09:54:46,
2021-09-23 08:40:31,Imobiliária 158,Não,05 - Acompanhamento,Perdido,,2021-10-08 10:10:33,Tipo B,2021-10-08 10:10:33,
2021-09-23 08:55:52,Imobiliária 260,Não,05 - Acompanhamento,Perdido,,2021-10-04 15:01:34,Tipo A,2021-10-04 15:01:34,
2021-09-23 08:59:46,Imobiliária 260,,02 - Ta quente!,Em aberto,,,Tipo A,2021-10-11 17:17:39,
2021-09-23 09:17:56,Imobiliária 159,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-14 11:36:36,2021-10-12
2021-09-23 11:02:10,Imobiliária 195,Sim,03 - Visita Agendada,Perdido,,2021-10-01 11:17:36,Tipo B,2021-10-09 10:52:56,2021-10-01
2021-09-23 11:23:35,Imobiliária 35,Não,05 - Acompanhamento,Em aberto,,,Tipo D,2021-10-14 14:05:39,2021-10-06
2021-09-23 11:23:38,Imobiliária 210,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-11 16:02:58,2021-09-28
2021-09-23 11:29:49,Imobiliária 80,Sim,05 - Acompanhamento,Perdido,,2021-10-13 17:07:48,Tipo A,2021-10-13 17:07:48,2021-09-29
2021-09-23 11:30:11,Imobiliária 210,Sim,03 - Visita Agendada,Perdido,,2021-09-30 16:30:27,Tipo B,2021-10-09 10:52:50,2021-09-30
2021-09-23 11:30:53,Imobiliária 210,Não,03 - Visita Agendada,Perdido,,2021-09-30 16:30:12,Tipo B,2021-09-30 16:30:13,2021-09-30
2021-09-23 11:31:16,Imobiliária 4,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-04 11:16:28,
2021-09-23 11:36:35,Imobiliária 4,Sim,05 - Acompanhamento,Perdido,,2021-10-07 11:34:03,Tipo B,2021-10-11 15:39:00,2021-10-07
2021-09-23 11:40:08,Imobiliária 129,Sim,05 - Acompanhamento,Em aberto,,,Tipo B,2021-10-13 16:07:11,2021-10-05
2021-09-23 11:42:27,Imobiliária 131,,02 - Ta quente!,Perdido,,2021-10-01 11:45:42,Tipo B,2021-10-09 10:52:35,2021-09-29
2021-09-23 13:58:10,Imobiliária 192,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-13 17:07:51,2021-10-11
2021-09-23 14:00:53,Imobiliária 192,Sim,03 - Visita Agendada,Perdido,,2021-10-13 11:21:17,Tipo B,2021-10-13 11:21:17,
2021-09-23 14:05:49,Imobiliária 22,,02 - Ta quente!,Em aberto,,,Tipo D,2021-10-13 16:45:29,
2021-09-23 14:07:16,Imobiliária 258,,01 - Contato,Em aberto,,,Tipo A,2021-10-05 08:18:38,2021-10-04
2021-09-23 14:09:32,Imobiliária 25,Sim,03 - Visita Agendada,Perdido,,2021-09-23 14:26:12,Tipo D,2021-09-23 14:26:12,
2021-09-23 14:12:00,Imobiliária 22,Sim,05 - Acompanhamento,Em aberto,,,Tipo D,2021-10-13 17:10:53,2021-09-24
2021-09-23 14:12:13,Imobiliária 258,,01 - Contato,Em aberto,,,Tipo A,2021-10-05 08:18:52,2021-10-04
2021-09-23 14:26:00,Imobiliária 31,Sim,05 - Acompanhamento,Em aberto,,,Tipo D,2021-10-14 09:16:12,2021-10-02
2021-09-23 14:36:55,Imobiliária 131,,02 - Ta quente!,Perdido,,2021-10-01 11:47:23,Tipo B,2021-10-09 10:52:40,2021-09-29
2021-09-23 14:50:15,Imobiliária 22,Não,05 - Acompanhamento,Em aberto,,,Tipo D,2021-10-13 17:10:26,2021-09-27
2021-09-23 14:54:19,Imobiliária 114,Sim,05 - Acompanhamento,Perdido,,2021-10-14 11:00:19,Tipo B,2021-10-14 11:00:19,
2021-09-23 15:35:47,Imobiliária 31,Não,05 - Acompanhamento,Perdido,,2021-09-27 15:39:32,Tipo D,2021-09-27 15:39:32,2021-09-24
2021-09-23 15:37:57,Imobiliária 31,Não,05 - Acompanhamento,Perdido,,2021-09-27 15:26:53,Tipo D,2021-09-27 15:26:53,2021-09-24
2021-09-23 15:43:40,Imobiliária 31,Não,05 - Acompanhamento,Perdido,,2021-09-27 15:17:03,Tipo D,2021-09-27 15:17:03,2021-09-24
2021-09-23 15:52:12,Imobiliária 31,Sim,05 - Acompanhamento,Em aberto,,,Tipo D,2021-10-14 08:52:25,2021-10-11
2021-09-23 16:06:18,Imobiliária 31,Não,05 - Acompanhamento,Perdido,,2021-10-04 17:37:27,Tipo D,2021-10-04 17:37:27,2021-09-27
2021-09-23 16:17:55,Imobiliária 148,Sim,05 - Acompanhamento,Perdido,,2021-10-14 10:59:48,Tipo B,2021-10-14 10:59:48,
2021-09-23 16:21:24,Imobiliária 74,Sim,03 - Visita Agendada,Perdido,,2021-09-27 15:41:56,Tipo C,2021-09-27 15:41:57,2021-09-27
2021-09-23 16:28:25,Imobiliária 31,Não,05 - Acompanhamento,Perdido,,2021-10-13 17:03:30,Tipo D,2021-10-13 17:03:30,2021-09-29
2021-09-23 16:30:30,Imobiliária 43,,02 - Ta quente!,Perdido,,2021-09-30 15:54:16,Tipo D,2021-09-30 15:54:16,2021-09-27
2021-09-23 17:00:08,Imobiliária 173,Sim,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-13 17:17:06,
2021-09-23 17:05:10,Imobiliária 49,,02 - Ta quente!,Perdido,,2021-09-23 17:06:03,Tipo C,2021-09-23 17:06:03,
2021-09-23 17:14:31,Imobiliária 249,Não,03 - Visita Agendada,Em aberto,,,Tipo C,2021-10-14 08:49:12,
2021-09-23 17:30:22,Imobiliária 244,Sim,05 - Acompanhamento,Perdido,,2021-09-29 11:14:14,Tipo B,2021-09-29 11:14:45,2021-09-29
2021-09-23 17:31:29,Imobiliária 244,,02 - Ta quente!,Perdido,,2021-09-29 10:56:01,Tipo B,2021-09-29 10:56:01,
2021-09-23 17:39:31,Imobiliária 14,,02 - Ta quente!,Em aberto,,,Tipo D,2021-10-13 16:56:57,
2021-09-24 08:54:00,Imobiliária 190,,02 - Ta quente!,Perdido,,2021-10-06 16:52:26,Tipo B,2021-10-06 16:52:27,2021-10-05
2021-09-24 09:06:35,Imobiliária 49,Não,03 - Visita Agendada,Perdido,,2021-09-28 15:34:35,Tipo C,2021-09-28 15:34:35,
2021-09-24 09:31:16,Imobiliária 42,,02 - Ta quente!,Em aberto,,,Tipo D,2021-10-04 09:40:11,2021-10-04
2021-09-24 09:36:05,Imobiliária 173,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-14 10:54:37,
2021-09-24 09:40:48,Imobiliária 12,Não,05 - Acompanhamento,Perdido,,2021-09-27 09:08:38,Tipo B,2021-09-27 09:08:38,2021-09-27
2021-09-24 09:42:04,Imobiliária 12,Não,05 - Acompanhamento,Perdido,,2021-09-27 09:09:01,Tipo B,2021-09-27 09:09:01,
2021-09-24 09:43:39,Imobiliária 12,Não,05 - Acompanhamento,Perdido,,2021-09-27 09:09:43,Tipo B,2021-09-27 09:09:43,
2021-09-24 09:43:59,Imobiliária 74,Sim,03 - Visita Agendada,Perdido,,2021-10-13 16:31:06,Tipo C,2021-10-13 16:31:07,2021-10-11
2021-09-24 09:45:07,Imobiliária 74,Não,03 - Visita Agendada,Perdido,,2021-10-13 16:30:17,Tipo C,2021-10-13 16:30:18,2021-10-08
2021-09-24 10:29:20,Imobiliária 151,Não,05 - Acompanhamento,Perdido,,2021-10-01 15:11:20,Tipo C,2021-10-01 15:11:20,
2021-09-24 10:31:38,Imobiliária 151,Não,05 - Acompanhamento,Perdido,,2021-10-01 15:11:09,Tipo C,2021-10-01 15:11:09,
2021-09-24 10:35:24,Imobiliária 18,Sim,05 - Acompanhamento,Em aberto,,,Tipo D,2021-10-13 16:27:13,
2021-09-24 10:42:35,Imobiliária 206,Sim,05 - Acompanhamento,Perdido,,2021-10-14 09:12:56,Tipo B,2021-10-14 09:12:56,
2021-09-24 10:43:51,Imobiliária 110,Sim,05 - Acompanhamento,Perdido,,2021-10-14 08:48:26,Tipo B,2021-10-14 08:48:26,
2021-09-24 10:49:31,Imobiliária 110,Sim,05 - Acompanhamento,Perdido,,2021-10-13 16:34:02,Tipo B,2021-10-13 16:34:02,
2021-09-24 10:56:28,Imobiliária 66,Sim,05 - Acompanhamento,Perdido,,2021-10-14 09:12:49,Tipo C,2021-10-14 09:12:49,
2021-09-24 11:11:35,Imobiliária 50,,02 - Ta quente!,Perdido,,2021-10-07 14:43:29,Tipo D,2021-10-07 14:43:34,2021-10-07
2021-09-24 11:14:02,Imobiliária 110,Sim,05 - Acompanhamento,Perdido,,2021-10-13 16:34:15,Tipo B,2021-10-13 16:34:15,
